,Title,Director,Cast,id,genres,imdb_id,original_language,popularity,release_date,runtime,vote_average,vote_count
3169,The Wolf of Wall Street,Martin Scorsese ,"Leonardo DiCaprio, Jonah Hill, Matthew McConaughey, Kyle Chandler, Jean Dujardin, Margot Robbie, Jon Bernthal, Rob Reiner, P. J. Byrne",106646.0,"Crime,Drama,Comedy",tt0993846,en,104.223,2013,3 hrs 0 min,8.036,21746
3170,Labor Day,Jason Reitman ,"Kate Winslet, Josh Brolin, Gattlin Griffith, Tobey Maguire",130150.0,Drama,tt1967545,en,15.741,2013,1 hrs 51 min,7.0,999
3171,The Devil Inside,William Brent Bell ,"Suzan Crowley, Fernanda Andrade, Simon Quarterman, Evan Helmuth, Bonnie Morgan, John Prosky, Ionut Grama, Brian Johnson",76487.0,"Thriller,Horror",tt1560985,en,16.436,2012,1 hrs 23 min,4.7,708
3172,Beneath the Darkness,Martin Guigui ,"Dennis Quaid, Tony Oller, Aimee Teegarden, Stephen Lunsford, Devon Werkheiser, Brett Cullen",78461.0,"Thriller,Horror",tt1781775,en,7.559,2012,1 hrs 36 min,4.8,129
3173,Contraband,Baltasar Kormákur ,"Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi, Lukas Haas, Caleb Landry Jones, J.K. Simmons, Diego Luna, Robert Wahlberg, Jaqueline Fleming, William Lucking, David O'Hara, Kirk Bovill, Ólafur Darri Ólafsson, Jason Mitchell, Michael Beasley, Lucky Johnson, Viktor Hernandez",77866.0,"Thriller,Action,Drama,Crime",tt1524137,en,25.181,2012,1 hrs 49 min,6.3,1908
3174,Joyful Noise,Todd Graff ,"Queen Latifah, Dolly Parton, Kris Kristofferson, Jeremy Jordan, Keke Palmer, Dexter Darden, Courtney B. Vance, Jesse L. Martin, Andy Karl, DeQuina Moore, Francis Jue, Shameik Moore, Kirk Franklin, Karen Peck, Chloe Bailey, Paul Woolfolk",63574.0,"Comedy,Music",tt1710396,en,11.195,2012,1 hrs 57 min,6.5,138
3175,The Divide,Xavier Gens ,"Lauren German, Michael Biehn, Milo Ventimiglia, Courtney B. Vance, Ivan Gonzalez, Michael Eklund, Abbey Thickson, Ashton Holmes, Rosanna Arquette",38541.0,"Horror,Science Fiction",tt1535616,en,13.128,2012,1 hrs 52 min,5.9,568
3176,Sing Your Song,Susanne Rostock ,Harry Belafonte,91367.0,Documentary,tt1787797,en,1.591,2012,1 hrs 43 min,7.0,8
3177,Red Tails,Anthony Hemingway ,"Cuba Gooding Jr., Nate Parker, David Oyelowo, Daniela Ruah, Terrence Howard, Tristan Wilds, Ne-Yo, Elijah Kelley, Marcus T. Paulk, Leslie Odom Jr., Michael B. Jordan, Method Man, Bryan Cranston, Kevin Phillips, Andre Royo, Lee Tergesen, Gerald McRaney, Robert Kazinsky, Josh Dallas, Aml Ameen, Rupert Penry-Jones",72431.0,"Drama,Action,Adventure,History,War",tt0485985,en,41.698,2012,2 hrs 5 min,6.5,549
3178,Underworld: Awakening,"Måns Mårlind, Bjorn Stein ","Kate Beckinsale, Theo James, India Eisley, Michael Ealy, Stephen Rea, Charles Dance, Sandrine Holt, Wes Bentley, Christian Tessier, Kurt Max Runte, Kris Holden-Ried, Catlin Adams, Jacob Blair",52520.0,"Fantasy,Action,Horror",tt1496025,en,40.363,2012,1 hrs 28 min,6.304,3718
3179,The Grey,Joe Carnahan ,"Liam Neeson, Frank Grillo, Dermot Mulroney, Dallas Roberts, Joe Anderson, Nonso Anozie, James Badge Dale, Ben Bray, Greg Nicotero, Jacob Blair, Anne Openshaw",75174.0,"Drama,Thriller,Action,Adventure",tt1601913,en,40.058,2012,1 hrs 57 min,6.6,3488
3180,Man on a Ledge,Asger Leth ,"Sam Worthington, Elizabeth Banks, Jamie Bell, Anthony Mackie, Ed Burns, Titus Welliver, Genesis Rodriguez, Kyra Sedgwick, Ed Harris, Felix Solis, William Sadler, Pooja Kumar",49527.0,"Action,Thriller,Crime",tt1568338,en,21.284,2012,1 hrs 42 min,6.425,2357
3181,One for the Money,Julie Anne Robinson ,"Katherine Heigl, Debbie Reynolds, Jason O'Mara, Daniel Sunjata, Sherri Shepherd, Fisher Stevens, Patrick Fischler, John Leguizamo, Debra Monk, Nate Mooney, Ryan Michelle Bathe, Leonardo Nam, Annie Parisse, Danny Mastrogiorgio, Louis Mustillo, Joshua Elijah Reese, Olga Merediz",54054.0,"Action,Comedy,Crime",tt1598828,en,13.639,2012,1 hrs 31 min,5.5,894
3182,Big Miracle,Ken Kwapis ,"John Krasinski, Drew Barrymore, Kristen Bell, Tim Blake Nelson, Dermot Mulroney, Ted Danson, Vinessa Shaw, Stephen Root, Kathy Baker, Rob Riggle, Michael Gaston, James LeGros, Mark Ivanir, Stefan Kapicic, Andrew Daly, Jonathan Slavin, Gregory Jbara, John Michael Higgins, Sarah Palin",78698.0,"Adventure,Drama,Romance",tt1430615,en,13.758,2012,1 hrs 47 min,6.629,433
3183,Chronicle,Josh Trank ,"Dane DeHaan, Michael B. Jordan, Alex Russell, Michael Kelly, Ashley Hinshaw, Anna Wood, Crystal-Donna Roberts, Bo Petersen, Rudi Malcolm, Luke Tyler, Adrian Collins, Grant Powell, Armand Aucamp, Nicole Bailey",76726.0,"Science Fiction,Drama,Thriller",tt1706593,en,34.138,2012,1 hrs 24 min,6.8,4792
3184,The Woman in Black,James Watkins ,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer, Liz White, Alisa Khazanova, Tim McMullan, Roger Allam, Daniel Cerqueira, Shaun Dooley, Mary Stockley, Cathy Sara, David Burke, Victor McGuire, Lucy May Barker, Jessica Raine, Sophie Stuckey",65086.0,"Drama,Horror,Thriller",tt1596365,en,14.463,2012,1 hrs 35 min,6.1,3219
3185,Journey 2: The Mysterious Island,Brad Peyton ,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, Kristin Davis, Branscombe Richmond",72545.0,"Adventure,Action,Science Fiction",tt1397514,en,62.357,2012,1 hrs 34 min,6.1,3866
3186,Safe House,Daniel Espinosa ,"Denzel Washington, Ryan Reynolds, Sam Shepard, Robert Patrick, Liam Cunningham, Brendan Gleeson, Vera Farmiga, Fares Fares, Nora Arnezeder, Joel Kinnaman, Rubén Blades",59961.0,"Action,Thriller",tt1599348,en,17.872,2012,1 hrs 55 min,6.4,3228
3187,The Vow,Michael Sucsy ,"Rachel McAdams, Channing Tatum, Scott Speedman, Jessica Lange, Sam Neill, Jessica McNamee, Wendy Crewson, Tatiana Maslany, Lucas Bryant, Joey Klein, Joe Cobden, Jeananne Goossen, Dillon Casey, Shannon Barnett, Britt Irvin, Sarah Carter, Rachel Skarsten, Lindsay Ames, Kristina Pešić",72570.0,"Drama,Romance",tt1606389,en,23.94,2012,1 hrs 44 min,7.235,3720
3188,This Means War,McG ,"Tom Hardy, Chris Pine, Reese Witherspoon, Chelsea Handler, Til Schweiger, Abigail Spencer, Warren Christie, John Paul Ruttan, Angela Bassett, Rosemary Harris, Jenny Slate, Michael Papajohn, Rebel Wilson, David Koechner",59962.0,"Action,Comedy,Romance",tt1596350,en,21.629,2012,1 hrs 38 min,6.1,3108
3189,Act of Valor,"""Mouse"" McCoy, Scott Waugh ","Active Duty Navy SEALs, Roselyn Sánchez, Alex Veadov, Jason Cottle, Nestor Serrano, Derrick Van Orden, Rorke Denver, Emilio Rivera, Ernie Reyes Jr., Keo Woolford, Thomas Rosales Jr., Antoni Corone",75674.0,"Action,Thriller,War",tt1591479,en,18.847,2012,1 hrs 50 min,6.5,1011
3190,Gone,Heitor Dhalia ,"Amanda Seyfried, Jennifer Carpenter, Sebastian Stan, Wes Bentley, Michael Paré, Daniel Sunjata, Nick Searcy, Socratis Otto, Emily Wickersham, Joel David Moore, Katherine Moennig, Ted Rooney, Jeanine Jackson, Hunter Parrish",79548.0,Thriller,tt1838544,en,15.486,2012,1 hrs 34 min,6.2,1055
3191,Good Deeds,Tyler Perry ,"Tyler Perry, Thandie Newton, Rebecca Romijn, Brian J. White, Jamie Kennedy, Eddie Cibrian, Jordenn Thompson, Beverly Johnson, Phylicia Rashad, Gabrielle Union",62008.0,"Comedy,Drama,Romance",tt1885265,en,11.932,2012,1 hrs 51 min,6.4,115
3192,Wanderlust,David Wain ,"Paul Rudd, Jennifer Aniston, Malin Åkerman, Justin Theroux, Ken Marino, Lauren Ambrose, Joe Lo Truglio, Kerri Kenney-Silver, Kathryn Hahn, Alan Alda, Jessica St. Clair, Jordan Peele, Michaela Watkins, Linda Lavin, Ray Liotta, Keegan-Michael Key, David Wain, Michael Ian Black, Michael Showalter",50647.0,"Comedy,Romance",tt1655460,en,13.668,2012,1 hrs 38 min,5.5,1137
3193,Project X,Nima Nourizadeh ,"Miles Teller, Oliver Cooper, Jonathan Daniel Brown, Kirby Bliss Blanton, Thomas Mann, Alexis Knapp, Martin Klebba, Rick Shapiro, Caitlin Dulany, Peter Mackenzie, Nichole Bloom, Jesse Marco, Jillian Reynolds, Jimmy Kimmel",57214.0,Comedy,tt1636826,en,63.053,2012,1 hrs 28 min,6.819,5685
3194,Being Flynn,Paul Weitz ,"Robert De Niro, Paul Dano, Olivia Thirlby, Lili Taylor, Wes Studi, Julianne Moore, Dale Dickey, Victor Rasuk, Katherine Waterston, Billy Wirth",78571.0,Drama,tt0455323,en,12.123,2012,1 hrs 42 min,6.2,228
3195,Tim and Eric's Billion Dollar Movie,"Tim Heidecker, Eric Wareheim ","Tim Heidecker, Eric Wareheim, Will Ferrell, Zach Galifianakis, John C. Reilly, Robert Loggia, Jeff Goldblum, Will Forte, William Atherton, Erica Durance, Ray Wise, Twink Caplan, Bob Odenkirk, Palmer Scott, Todd Wagner, Mark Cuban, Michael Gross, A.D. Miles, Ron Lynch, Robert Axelrod, David Liebe Hart, Michael Q. Schmidt, Doug Lussenhop",79940.0,Comedy,tt1855401,en,7.766,2012,1 hrs 34 min,5.6,104
3196,John Carter,Andrew Stanton ,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Willem Dafoe, Thomas Haden Church, Bryan Cranston, Daryl Sabara, Polly Walker, David Schwimmer, Jon Favreau, Don Stark, Nicholas Woodeson, Art Malik",49529.0,"Action,Adventure,Science Fiction",tt0401729,en,55.005,2012,2 hrs 12 min,6.279,5124
3197,A Thousand Words,Brian Robbins ,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Emanuel Ragsdale, Justina Machado, Steve Little, Jack McBrayer, Kayla Blake, Lennie Loftin, Alain Chabat, Ted Kennedy",72358.0,"Drama,Comedy",tt0763831,en,17.435,2012,1 hrs 31 min,6.1,1205
3198,The Ballad of Genesis and Lady Jaye,Marie Losier ,Marie Losier (director),81447.0,"Documentary,Music",tt1821635,en,2.191,2012,1 hrs 12 min,7.1,13
3199,Friends with Kids,Jennifer Westfeldt ,"Adam Scott, Jennifer Westfeldt, Jon Hamm, Kristen Wiig, Maya Rudolph, Chris O'Dowd, Megan Fox, Edward Burns, Lee Bryant, Kelly Bishop, Cotter Smith, Ilana Levine, Brian d'Arcy James, John Lutz, Derek Cecil",80038.0,"Comedy,Romance",tt1720616,en,10.733,2012,1 hrs 40 min,6.0,440
3200,Salmon Fishing in the Yemen,Lasse Hallström ,"Ewan McGregor, Emily Blunt, Kristin Scott Thomas, Amr Waked, Tom Mison, Conleth Hill, Rachael Stirling, Catherine Steadman, Hugh Simon, Clive Wood, Tom Beard, Nayef Rashed, Otto Farrant",81025.0,"Drama,Romance,Comedy",tt1441952,en,10.568,2012,1 hrs 47 min,6.4,795
3201,Game Change,Jay Roach ,"Julianne Moore, Woody Harrelson, Ed Harris, Peter MacNicol, Jamey Sheridan, Sarah Paulson, Ron Livingston, David Barry Gray, Larry Sullivan, Melissa Farman, Kevin Bigley, Brian d'Arcy James, Bruce Altman, Colby French, John Rothman, Sandy Bainum, Tiffany Thornton, Alex Hyde-White, Justin Gaston, Austin Pendleton, Spencer Garrett, Brian Howe, Ron Perkins, Brittany Underwood, Jenna Stern, Sidney Blackmer, Rain Pryor, Ashlie Atkinson, Mark Halperin, John Heilemann, Barack Obama, Joe Biden, Anderson Cooper, Katie Couric, Wolf Blitzer, Candy Crowley, Charles Gibson, John King, Sean Hannity, Pat Buchanan, Jack Cafferty, Susan Collins, John Edwards, Tina Fey, Amy Poehler, Newt Gingrich, Paris Hilton, Kay Bailey Hutchison, Linda Lingle, Rachel Maddow, Lawrence O'Donnell, Keith Olbermann, Britney Spears, Brian Williams, Fareed Zakaria",91010.0,"TV Movie,Drama,Comedy",tt1848902,en,9.087,2012,1 hrs 58 min,6.909,270
3202,Gerhard Richter Painting,Corinna Belz ,"Gerhard Richter, Norbert Arns, Hubert Becker",96574.0,Documentary,tt1982113,en,1.204,2012,1 hrs 37 min,6.8,16
3203,21 Jump Street,"Phil Lord, Chris Miller ","Jonah Hill, Channing Tatum, Ice Cube, Brie Larson, Rob Riggle, DeRay Davis, Dave Franco, Jake Johnson, Johnny Simmons, Johnny Pemberton, Dakota Johnson, Ellie Kemper, Johnny Depp, Chris Parnell, Nick Offerman, Holly Robinson Peete, Justin Hires, Lindsey Broad, Caroline Aaron, Joe Chrest, Rye Rye, Spencer Boldman, Luis Da Silva, Peter DeLuise",64688.0,"Action,Comedy,Crime",tt1232829,en,36.032,2012,1 hrs 49 min,6.874,9477
3204,The Hunger Games,Gary Ross ,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Wes Bentley, Elizabeth Banks, Amandla Stenberg, Stanley Tucci, Woody Harrelson, Lenny Kravitz, Toby Jones, Donald Sutherland, Alexander Ludwig, Isabelle Fuhrman, Jacqueline Emerson, Jack Quaid, Leven Rambin, Dayo Okeniyi, Willow Shields, Paula Malcomson",70160.0,"Science Fiction,Adventure,Fantasy",tt1392170,en,38.574,2012,2 hrs 22 min,7.192,20338
3205,Wrath of the Titans,Jonathan Liebesman ,"Sam Worthington, Liam Neeson, Ralph Fiennes, Édgar Ramírez, Rosamund Pike, Danny Huston, Bill Nighy, Toby Kebbell, Lily James",57165.0,"Fantasy,Adventure",tt1646987,en,44.863,2012,1 hrs 39 min,5.7,3845
3206,Goon,Michael Dowse ,"Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin",74387.0,Comedy,tt1456635,en,14.729,2012,1 hrs 32 min,6.4,803
3207,American Reunion,"Jon Hurwitz, Hayden Schlossberg ","Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas, Natasha Lyonne, Shannon Elizabeth, Eugene Levy, Jennifer Coolidge, John Cho, Dania Ramirez, Katrina Bowden, Jay Harrington, Ali Cobrin, Chuck Hittinger, Chris Owen, Justin Isfeld, Charlene Amoia, Neil Patrick Harris, Molly Cheek, Rebecca De Mornay",71552.0,Comedy,tt1605630,en,53.235,2012,1 hrs 53 min,6.275,4071
3208,Damsels in Distress,Whit Stillman ,"Greta Gerwig, Adam Brody, Analeigh Tipton, Megalyn Echikunwoke, Carrie MacLemore, Hugo Becker, Billy Magnussen, Ryan Metcalf, Jermaine Crawford, Aubrey Plaza",82533.0,"Comedy,Drama,Romance",tt1667307,en,11.342,2012,1 hrs 39 min,5.6,169
3209,The Cabin in the Woods,Drew Goddard ,"Richard Jenkins, Bradley Whitford, Jesse Williams, Chris Hemsworth, Kristen Connolly, Anna Hutchison, Fran Kranz, Brian J. White, Amy Acker, Tim DeZarn, Tom Lenk, Dan Payne, Jodelle Ferland, Dan Shea, Rukiya Bernard, Peter Kelamis, Adrian Holmes, Chelah Horsdal, Terry Chen, Heather Doerksen, Patrick Sabongui, Ellie Harvie, Sigourney Weaver, Terry Notary",22970.0,"Horror,Fantasy",tt1259521,en,42.969,2012,1 hrs 35 min,6.602,7145
3210,Lockout,"James Mather, Stephen St.Leger ","Guy Pearce, Maggie Grace, Peter Stormare, Lennie James, Vincent Regan, Tim Plester, Anne-Solenne Hatte, Yan Dron, Patrick Cauderlier, Milorad Kapor, Bojan Peric, Mark Tankersley",81796.0,"Action,Thriller,Science Fiction",tt1592525,en,37.945,2012,1 hrs 35 min,5.901,1669
3211,The Three Stooges,"Bobby Farrelly, Peter Farrelly ","Chris Diamantopoulos, Sean Hayes, Will Sasso, Jane Lynch, Larry David, Stephen Collins, Sofía Vergara, Jennifer Hudson, Craig Bierko, Kirby Heyborne, Emy Coligado, Avalon Robbins, Max Charles, Brian Doyle-Murray, Lin Shaye, Carly Craig, Kate Upton, Marianne Leone, Robert Capron, Skyler Gisondo, Isaiah Mustafa, Nicole ""Snooki"" Polizzi, Mike ""The Situation"" Sorrentino, Jennifer ""JWoww"" Farley, Ronnie Ortiz-Magro, Sammi ""Sweetheart"" Giancola, Dwight Howard, Antonio Sabàto Jr., Lance Chantiles-Wertz",76489.0,Comedy,tt0383010,en,32.339,2012,1 hrs 32 min,5.8,498
3212,Chimpanzee,"Alastair Fothergill, Mark Linfield ",Tim Allen (narrator),72334.0,Documentary,tt1222815,en,9.097,2012,1 hrs 18 min,7.0,102
3213,The Lucky One,Scott Hicks ,"Zac Efron, Taylor Schilling, Jay R. Ferguson, Riley Thomas Stewart, Adam LeFevre, Blythe Danner",77877.0,"Drama,Romance",tt1327194,en,40.673,2012,1 hrs 41 min,7.118,3363
3214,Think Like a Man,Tim Story ,"Kevin Hart, Michael Ealy, Taraji P. Henson, Jerry Ferrara, Meagan Good, Regina Hall, Terrence J, Jenifer Lewis, Romany Malco, Gary Owen, Gabrielle Union, Steve Harvey, Wendy Williams, Chris Brown, Keri Hilson, La La Anthony, Morris Chestnut, Arielle Kebbel, Kelly Rowland, Sherri Shepherd, Tika Sumpter, Tony Rock, Luenell, Jessica Camacho, Matt Colton, J. Anthony Brown, Matt Barnes, Shannon Brown, Rasual Butler, Darren Collison, Lisa Leslie, Metta World Peace",67660.0,"Comedy,Romance",tt1621045,en,12.133,2012,2 hrs 2 min,6.9,776
3215,Darling Companion,Lawrence Kasdan ,"Kevin Kline, Diane Keaton, Richard Jenkins, Elisabeth Moss, Mark Duplass, Dianne Wiest, Sam Shepard, Ayelet Zurer, Jay Ali",89325.0,"Drama,Romance",tt1730687,en,8.429,2012,1 hrs 43 min,5.0,84
3216,Jesus Henry Christ,Dennis Lee ,"Toni Collette, Michael Sheen, Jason Spevack, Samantha Weinstein",96973.0,"Comedy,Family",tt1393742,en,7.277,2012,1 hrs 32 min,6.3,101
3217,Marley,Kevin Macdonald ,Bob Marley,90125.0,"Music,Documentary",tt1183919,en,7.891,2012,2 hrs 24 min,7.6,227
3218,The Five-Year Engagement,Nicholas Stoller ,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie, Rhys Ifans, Mimi Kennedy, David Paymer, Jacki Weaver, Jim Piddock, Jane Carr, Michael Ensign, Mindy Kaling, Adam Campbell, Kevin Hart, Randall Park, Brian Posehn, Chris Parnell, Lauren Weedman, Tracee Chimo, Dakota Johnson, Tim Heidecker, Kumail Nanjiani, Gerry Bednob, Molly Shannon, Da'Vone McDonald",72207.0,"Comedy,Romance",tt1195478,en,18.255,2012,2 hrs 4 min,5.8,1217
3219,The Pirates! In an Adventure with Scientists!,"Peter Lord, Jeff Newitt ","Hugh Grant, Salma Hayek, Jeremy Piven, Imelda Staunton, David Tennant, Martin Freeman, Lenny Henry, Brendan Gleeson, Brian Blessed, Anton Yelchin, Ashley Jensen, Al Roker, Mike Cooper, David Schneider",72197.0,"Animation,Adventure,Family,Comedy",tt1430626,en,22.07,2012,1 hrs 28 min,6.427,954
3220,The Raven,James McTeigue ,"John Cusack, Alice Eve, Luke Evans, Brendan Gleeson, Oliver Jackson-Cohen, Jimmy Yuill, Kevin McNally, Sam Hazeldine, Pam Ferris, John Warnaby, Brendan Coyle",70436.0,"Crime,Thriller,Mystery",tt1486192,en,19.805,2012,1 hrs 51 min,6.3,1212
3221,Safe,Boaz Yakin ,"Jason Statham, Catherine Chan, Chris Sarandon, Anson Mount, Robert John Burke, James Hong, Reggie Lee, Sándor Técsy, Joseph Sikora, Danny Hoch, Matt O'Toole",72387.0,"Action,Crime,Thriller",tt1656190,en,37.87,2012,1 hrs 34 min,6.5,2173
3222,The Avengers,Joss Whedon ,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Mark Ruffalo, Jeremy Renner, Scarlett Johansson, Tom Hiddleston, Samuel L. Jackson, Stellan Skarsgård, Cobie Smulders, Clark Gregg, Gwyneth Paltrow, Maximiliano Hernández, Paul Bettany, Alexis Denisof, Damion Poitier, Powers Boothe, Jenny Agutter, Stan Lee, Harry Dean Stanton, Jerzy Skolimowski, Warren Kole, Enver Gjokaj",24428.0,"Science Fiction,Action,Adventure",tt0848228,en,177.761,2012,2 hrs 23 min,7.7,28752
3223,Dark Shadows,Tim Burton ,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green, Jackie Earle Haley, Bella Heathcote, Chloë Grace Moretz, Jonny Lee Miller, Gulliver McGrath, Christopher Lee, Alice Cooper, William Hope, Ivan Kaye, Raffey Cassidy, Ray Shirley, Susanna Cappellaro, Guy Flanagan, Sophie Kennedy Clark, Hannah Murray, Shane Rimmer, Jonathan Frid, Lara Parker, David Selby, Kathryn Leigh Scott",62213.0,"Comedy,Fantasy",tt1077368,en,29.628,2012,1 hrs 53 min,6.0,6657
3224,The Dictator,Larry Charles ,"Sacha Baron Cohen, Ben Kingsley, Anna Faris, Megan Fox, John C. Reilly, J.B. Smoove, Jason Mantzoukas, Bobby Lee, Sayed Badreya, Adeel Akhtar, Fred Armisen, Edward Norton, Adam LeFevre, Busty Heart, Chris Elliott, Garry Shandling, Chris Parnell, Aasif Mandvi, Rizwan Manji, Horatio Sanz, Fred Melamed, Joey Slotnick, Jessica St. Clair, Kathryn Hahn, Anna Katarina, Kevin Corrigan, Sondra James, Jon Glaser, Nasim Pedrad",76493.0,Comedy,tt1645170,en,28.655,2012,1 hrs 23 min,6.169,5298
3225,Battleship,Peter Berg ,"Alexander Skarsgård, Taylor Kitsch, Brooklyn Decker, Rihanna, Liam Neeson, Asano Tadanobu, Peter MacNicol, Hamish Linklater, Jesse Plemons, Jerry Ferrara, Robin Atkin Downes, John Tui, Gregory D. Gadson, Adam Godley, Stephen Bishop, Josh Pence, Rami Malek, Louis Lombardi, Gary Grubbs, Peter Berg, Bill Stinchcomb, Joe Chrest, Billy Slaughter, Griff Furst, Michelle Arthur, Jackie Johnson, Zach Selwyn, Ray Mabus, John Bell, Adrian Bellani",44833.0,"Thriller,Action,Adventure,Science Fiction",tt1440129,en,51.611,2012,2 hrs 11 min,5.803,5031
3226,What to Expect When You're Expecting,Kirk Jones ,"Cameron Diaz, Jennifer Lopez, Brooklyn Decker, Elizabeth Banks, Anna Kendrick, Chace Crawford, Matthew Morrison, Dennis Quaid, Chris Rock, Rodrigo Santoro, Ben Falcone, Joe Manganiello, Thomas Lennon, Rob Huebel, Amir Talai, Rebel Wilson, Wendi McLendon-Covey, Dwyane Wade, Whitney Port, Megan Mullally, Kim Fields, Jesse Burch, Mimi Gianopulos, Genesis Rodriguez",76494.0,"Romance,Comedy,Drama",tt1586265,en,19.733,2012,1 hrs 50 min,6.0,1674
3227,Crooked Arrows,Steve Rash ,"Brandon Routh, Gil Birmingham",106135.0,Drama,tt1954352,en,5.706,2012,1 hrs 35 min,6.3,38
3228,Entrance,"Patrick Horvath, Dallas Hallam ",Suziey Block,85646.0,"Drama,Horror,Thriller",tt1918806,en,1.536,2012,1 hrs 23 min,4.0,13
3229,Mansome,Morgan Spurlock ,"Will Arnett, Jason Bateman, Adam Carolla, Paul Rudd, Zach Galifianakis",104155.0,Documentary,tt2294729,en,3.934,2012,1 hrs 24 min,4.9,61
3230,Chernobyl Diaries,Bradley Parker ,"Jonathan Sadowski, Devin Kelley, Jesse McCartney, Olivia Taylor Dudley, Nathan Phillips, Ingrid Bolsø Berdal, Dimitri Diatchenko, Miloš Timotijević, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",93856.0,"Horror,Thriller",tt1991245,en,19.098,2012,1 hrs 28 min,5.242,1437
3231,Men in Black 3,Barry Sonnenfeld ,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson, Alice Eve, Michael Stuhlbarg, Nicole Scherzinger, David Rasche, Mike Colter, Michael Chernus, Keone Young, Bill Hader, Lenny Venito, David Pittu, Lanny Flaherty, Barry Sonnenfeld, Justin Bieber, Lady Gaga, Yao Ming, Tim Burton, Rick Baker, Will Arnett, Kevin Covais, Bill Gates, Jada Pinkett Smith, Tony Shalhoub, Howard Stern, Rip Torn, Bo Welch, Steve Witting, Tim Blaney, Brad Abrell, Thom Fountain, Carl J. Johnson",41154.0,"Action,Comedy,Science Fiction",tt1409024,en,46.893,2012,1 hrs 46 min,6.506,9497
3232,Moonrise Kingdom,Wes Anderson ,"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Jason Schwartzman, Tilda Swinton, Larry Pine, Marianna Bassham, Neal Huff, Eric Chase Anderson, Harvey Keitel, Bob Balaban",83666.0,"Comedy,Drama,Romance",tt1748122,en,21.462,2012,1 hrs 34 min,7.7,5341
3233,Hemingway & Gellhorn,Philip Kaufman ,"Nicole Kidman, Clive Owen, David Strathairn, Molly Parker, Parker Posey, Rodrigo Santoro, Mark Pellegrino, Peter Coyote, Lars Ulrich, Robert Duvall, Tony Shalhoub, Jeffrey Jones, Santiago Cabrera, Diane Baker, Steven Wiig, Keone Young, Joan Chen, Ivonne Coll, Saverio Guerra, Remy Auberjonois, Anthony Brandon Wong, Geoff Callan, Bubba Lewis, Brooke Adams, Monica Barbaro, Hélène Cardona, Connie Nielsen, Leonard Apeltsin, Aitor Inarra, Malcolm Brownson",111839.0,"Drama,Romance,TV Movie",tt0423455,en,12.732,2012,2 hrs 35 min,6.0,153
3234,Snow White and the Huntsman,Rupert Sanders ,"Charlize Theron, Kristen Stewart, Chris Hemsworth, Sam Spruell, Ian McShane, Bob Hoskins, Ray Winstone, Eddie Marsan, Sam Claflin, Nick Frost, Toby Jones, Brian Gleeson, Vincent Regan, Raffey Cassidy, Lily Cole, Noah Huntley, Liberty Ross, Chris Obi, Rachael Stirling, Hattie Gotobed, Greg Hicks, Peter Ferdinando, Anastasia Hille, Matt Berry, Johnny Harris, Izzy Meikle-Small",58595.0,"Adventure,Fantasy,Drama",tt1735898,en,43.888,2012,2 hrs 7 min,5.975,7410
3235,Piranha 3DD,John Gulager ,"Danielle Panabaker, Matt Bush, Chris Zylka, David Koechner, Meagan Tandy, Paul James Jordan, Jean-Luc Bilodeau, Héctor Jiménez, Adrian Martinez, Clu Gulager, Gary Busey, Katrina Bowden, Christopher Lloyd, Ving Rhames, Paul Scheer, David Hasselhoff",71668.0,"Horror,Thriller,Comedy",tt1714203,en,30.234,2012,1 hrs 23 min,4.3,911
3236,Madagascar 3: Europe's Most Wanted,"Eric Darnell (director/screenplay); Tom McGrath, Conrad Vernon ","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Martin Short, Bryan Cranston, Chris Miller, Christopher Knights, John DiMaggio, Frank Welker, Paz Vega, Conrad Vernon, Vinnie Jones, Steve Jones, Nick Fletcher, Eric Darnell, Dan O'Connor, Danny Jacobs",80321.0,"Animation,Family,Comedy,Adventure",tt1277953,en,56.096,2012,1 hrs 33 min,6.6,5557
